Year,Month,Day,Observed,Simulated
1967,1,1,0.351,0.224
1967,1,2,0.3492,0.22
1967,1,3,0.3492,0.217
1967,1,4,0.3492,0.214
1967,1,5,0.3492,0.21
1967,1,6,0.3492,0.207
1967,1,7,0.3474,0.204
1967,1,8,0.3474,0.201
1967,1,9,0.3474,0.198
1967,1,10,0.3474,0.195
1967,1,11,0.3456,0.192
1967,1,12,0.3456,0.189
1967,1,13,0.3456,0.187
1967,1,14,0.3456,0.184
1967,1,15,0.3456,0.181
1967,1,16,0.3456,0.179
1967,1,17,0.3456,0.176
1967,1,18,0.3438,0.174
1967,1,19,0.3438,0.171
1967,1,20,0.3438,0.169
1967,1,21,0.3438,0.166
1967,1,22,0.3438,0.164
1967,1,23,0.3438,0.162
1967,1,24,0.342,0.16
1967,1,25,0.342,0.157
1967,1,26,0.342,0.155
1967,1,27,0.342,0.153
1967,1,28,0.3402,0.151
1967,1,29,0.3384,0.149
1967,1,30,0.3366,0.147
1967,1,31,0.3348,0.145
1967,2,1,0.333,0.143
1967,2,2,0.3312,0.142
1967,2,3,0.3294,0.14
1967,2,4,0.3276,0.138
1967,2,5,0.3258,0.136
1967,2,6,0.324,0.134
1967,2,7,0.3222,0.133
1967,2,8,0.3204,0.131
1967,2,9,0.3186,0.129
1967,2,10,0.3168,0.128
1967,2,11,0.315,0.126
1967,2,12,0.3132,0.125
1967,2,13,0.3114,0.123
1967,2,14,0.3096,0.122
1967,2,15,0.3078,0.12
1967,2,16,0.306,0.119
1967,2,17,0.3024,0.117
1967,2,18,0.3006,0.116
1967,2,19,0.297,0.114
1967,2,20,0.2952,0.113
1967,2,21,0.2916,0.112
1967,2,22,0.288,0.11
1967,2,23,0.2862,0.109
1967,2,24,0.2826,0.108
1967,2,25,0.2808,0.107
1967,2,26,0.2772,0.105
1967,2,27,0.2772,0.104
1967,2,28,0.2772,0.103
1967,3,1,0.2772,0.102
1967,3,2,0.279,0.101
1967,3,3,0.279,0.0994
1967,3,4,0.279,0.0983
1967,3,5,0.279,0.0972
1967,3,6,0.279,0.0961
1967,3,7,0.279,0.095
1967,3,8,0.279,0.094
1967,3,9,0.2808,0.093
1967,3,10,0.2808,0.092
1967,3,11,0.2808,0.091
1967,3,12,0.2808,0.0901
1967,3,13,0.2808,0.0892
1967,3,14,0.2808,0.0883
1967,3,15,0.2826,0.0874
1967,3,16,0.2826,0.0864
1967,3,17,0.2826,0.0855
1967,3,18,0.2808,0.0846
1967,3,19,0.2808,0.0837
1967,3,20,0.2808,0.0828
1967,3,21,0.2808,0.082
1967,3,22,0.2808,0.0811
1967,3,23,0.2808,0.0803
1967,3,24,0.2808,0.0794
1967,3,25,0.2808,0.0787
1967,3,26,0.279,0.0779
1967,3,27,0.279,0.0771
1967,3,28,0.279,0.0763
1967,3,29,0.279,0.0755
1967,3,30,0.279,0.0747
1967,3,31,0.279,0.074
1967,4,1,0.279,0.0732
1967,4,2,0.279,0.0725
1967,4,3,0.279,0.0717
1967,4,4,0.279,0.071
1967,4,5,0.279,0.0704
1967,4,6,0.279,0.0697
1967,4,7,0.279,0.069
1967,4,8,0.279,0.0683
1967,4,9,0.279,0.0677
1967,4,10,0.279,0.067
1967,4,11,0.279,0.0665
1967,4,12,0.279,0.066
1967,4,13,0.279,0.0659
1967,4,14,0.279,0.0656
1967,4,15,0.279,0.0651
1967,4,16,0.279,0.0647
1967,4,17,0.2916,0.0647
1967,4,18,0.3024,0.0954
1967,4,19,0.3132,0.231
1967,4,20,0.3024,0.477
1967,4,21,0.3438,0.679
1967,4,22,0.3672,0.793
1967,4,23,0.3798,0.868
1967,4,24,0.405,0.978
1967,4,25,0.4428,1.12
1967,4,26,0.4716,1.37
1967,4,27,0.5274,1.71
1967,4,28,0.6264,2
1967,4,29,0.8064,2.22
1967,4,30,1.0656,2.44
1967,5,1,1.3824,2.8
1967,5,2,1.872,3.38
1967,5,3,2.286,3.89
1967,5,4,2.934,4.25
1967,5,5,3.438,4.52
1967,5,6,4.032,4.78
1967,5,7,4.752,4.98
1967,5,8,4.842,5.09
1967,5,9,5.166,5.09
1967,5,10,5.436,4.98
1967,5,11,5.796,4.8
1967,5,12,5.742,4.6
1967,5,13,5.454,4.4
1967,5,14,5.292,4.23
1967,5,15,5.004,4.07
1967,5,16,4.41,3.92
1967,5,17,3.402,3.77
1967,5,18,2.808,3.62
1967,5,19,2.61,3.47
1967,5,20,2.25,3.37
1967,5,21,2.142,3.34
1967,5,22,2.214,3.31
1967,5,23,2.25,3.23
1967,5,24,2.25,3.11
1967,5,25,2.16,2.99
1967,5,26,2.07,2.88
1967,5,27,2.034,2.79
1967,5,28,1.926,2.71
1967,5,29,1.836,2.63
1967,5,30,1.7316,2.54
1967,5,31,1.6164,2.45
1967,6,1,1.5246,2.37
1967,6,2,1.4382,2.29
1967,6,3,1.3842,2.21
1967,6,4,1.332,2.13
1967,6,5,1.269,2.05
1967,6,6,1.2492,1.97
1967,6,7,1.2186,1.9
1967,6,8,1.2276,1.84
1967,6,9,1.2492,1.78
1967,6,10,1.269,1.72
1967,6,11,1.2582,1.66
1967,6,12,1.278,1.61
1967,6,13,1.2888,1.56
1967,6,14,1.2492,1.52
1967,6,15,1.2078,1.47
1967,6,16,1.1574,1.43
1967,6,17,1.1268,1.39
1967,6,18,1.0872,1.36
1967,6,19,1.0584,1.33
1967,6,20,1.0494,1.3
1967,6,21,1.0494,1.26
1967,6,22,1.0872,1.23
1967,6,23,1.0494,1.2
1967,6,24,1.0116,1.17
1967,6,25,0.9558,1.14
1967,6,26,0.9378,1.12
1967,6,27,0.909,1.09
1967,6,28,0.8622,1.07
1967,6,29,0.8244,1.04
1967,6,30,0.8064,1.01
1967,7,1,-999,0.979
1967,7,2,-999,0.951
1967,7,3,-999,0.926
1967,7,4,-999,0.901
1967,7,5,-999,0.878
1967,7,6,-999,0.856
1967,7,7,-999,0.835
1967,7,8,-999,0.814
1967,7,9,-999,0.794
1967,7,10,-999,0.774
1967,7,11,-999,0.755
1967,7,12,-999,0.736
1967,7,13,-999,0.718
1967,7,14,-999,0.7
1967,7,15,-999,0.683
1967,7,16,-999,0.672
1967,7,17,-999,0.674
1967,7,18,-999,0.681
1967,7,19,-999,0.683
1967,7,20,-999,0.681
1967,7,21,-999,0.677
1967,7,22,-999,0.674
1967,7,23,-999,0.673
1967,7,24,-999,0.675
1967,7,25,-999,0.676
1967,7,26,-999,0.676
1967,7,27,-999,0.674
1967,7,28,-999,0.671
1967,7,29,-999,0.667
1967,7,30,-999,0.659
1967,7,31,-999,0.647
1967,8,1,-999,0.634
1967,8,2,-999,0.619
1967,8,3,-999,0.604
1967,8,4,-999,0.59
1967,8,5,-999,0.576
1967,8,6,-999,0.562
1967,8,7,-999,0.55
1967,8,8,-999,0.541
1967,8,9,-999,0.541
1967,8,10,-999,0.545
1967,8,11,-999,0.544
1967,8,12,-999,0.544
1967,8,13,-999,0.571
1967,8,14,-999,0.636
1967,8,15,-999,0.709
1967,8,16,-999,0.763
1967,8,17,-999,0.805
1967,8,18,-999,0.842
1967,8,19,-999,0.883
1967,8,20,-999,0.934
1967,8,21,-999,0.986
1967,8,22,-999,1.02
1967,8,23,-999,1.03
1967,8,24,-999,1.01
1967,8,25,-999,0.991
1967,8,26,-999,0.965
1967,8,27,-999,0.938
1967,8,28,-999,0.912
1967,8,29,-999,0.887
1967,8,30,-999,0.863
1967,8,31,-999,0.84
1967,9,1,-999,0.817
1967,9,2,-999,0.796
1967,9,3,-999,0.775
1967,9,4,-999,0.755
1967,9,5,-999,0.736
1967,9,6,-999,0.718
1967,9,7,-999,0.7
1967,9,8,-999,0.683
1967,9,9,-999,0.666
1967,9,10,-999,0.65
1967,9,11,-999,0.634
1967,9,12,-999,0.619
1967,9,13,-999,0.605
1967,9,14,-999,0.592
1967,9,15,-999,0.579
1967,9,16,-999,0.567
1967,9,17,-999,0.555
1967,9,18,-999,0.543
1967,9,19,-999,0.532
1967,9,20,-999,0.521
1967,9,21,-999,0.511
1967,9,22,-999,0.502
1967,9,23,-999,0.494
1967,9,24,-999,0.485
1967,9,25,-999,0.476
1967,9,26,-999,0.468
1967,9,27,-999,0.46
1967,9,28,-999,0.453
1967,9,29,-999,0.446
1967,9,30,-999,0.44
1967,10,1,-999,0.434
1967,10,2,-999,0.429
1967,10,3,-999,0.426
1967,10,4,-999,0.423
1967,10,5,-999,0.419
1967,10,6,-999,0.414
1967,10,7,-999,0.408
1967,10,8,-999,0.402
1967,10,9,-999,0.396
1967,10,10,-999,0.39
1967,10,11,-999,0.385
1967,10,12,-999,0.38
1967,10,13,-999,0.376
1967,10,14,-999,0.37
1967,10,15,-999,0.365
1967,10,16,-999,0.361
1967,10,17,-999,0.358
1967,10,18,-999,0.357
1967,10,19,-999,0.361
1967,10,20,-999,0.367
1967,10,21,-999,0.37
1967,10,22,-999,0.371
1967,10,23,-999,0.371
1967,10,24,-999,0.371
1967,10,25,-999,0.373
1967,10,26,-999,0.376
1967,10,27,-999,0.379
1967,10,28,-999,0.381
1967,10,29,-999,0.382
1967,10,30,-999,0.38
1967,10,31,-999,0.377
1967,11,1,-999,0.373
1967,11,2,-999,0.368
1967,11,3,-999,0.363
1967,11,4,-999,0.358
1967,11,5,-999,0.353
1967,11,6,-999,0.35
1967,11,7,-999,0.346
1967,11,8,-999,0.342
1967,11,9,-999,0.343
1967,11,10,-999,0.362
1967,11,11,-999,0.363
1967,11,12,-999,0.356
1967,11,13,-999,0.349
1967,11,14,-999,0.343
1967,11,15,-999,0.336
1967,11,16,-999,0.329
1967,11,17,-999,0.323
1967,11,18,-999,0.317
1967,11,19,-999,0.311
1967,11,20,-999,0.305
1967,11,21,-999,0.299
1967,11,22,-999,0.294
1967,11,23,-999,0.288
1967,11,24,-999,0.283
1967,11,25,-999,0.278
1967,11,26,-999,0.273
1967,11,27,-999,0.268
1967,11,28,-999,0.264
1967,11,29,-999,0.259
1967,11,30,-999,0.254
1967,12,1,-999,0.25
1967,12,2,-999,0.246
1967,12,3,-999,0.242
1967,12,4,-999,0.238
1967,12,5,-999,0.234
1967,12,6,-999,0.23
1967,12,7,-999,0.226
1967,12,8,-999,0.222
1967,12,9,-999,0.219
1967,12,10,-999,0.215
1967,12,11,-999,0.212
1967,12,12,-999,0.208
1967,12,13,-999,0.205
1967,12,14,-999,0.202
1967,12,15,-999,0.199
1967,12,16,-999,0.196
1967,12,17,-999,0.193
1967,12,18,-999,0.19
1967,12,19,-999,0.187
1967,12,20,-999,0.184
1967,12,21,-999,0.182
1967,12,22,-999,0.179
1967,12,23,-999,0.176
1967,12,24,-999,0.174
1967,12,25,-999,0.171
1967,12,26,-999,0.169
1967,12,27,-999,0.166
1967,12,28,-999,0.164
1967,12,29,-999,0.162
1967,12,30,-999,0.159
1967,12,31,-999,0.157
1968,1,1,0.2826,0.155
1968,1,2,0.2826,0.153
1968,1,3,0.2808,0.151
1968,1,4,0.2808,0.149
1968,1,5,0.2808,0.147
1968,1,6,0.279,0.145
1968,1,7,0.279,0.143
1968,1,8,0.2772,0.141
1968,1,9,0.2772,0.139
1968,1,10,0.2754,0.137
1968,1,11,0.2754,0.135
1968,1,12,0.2736,0.134
1968,1,13,0.2736,0.132
1968,1,14,0.27,0.13
1968,1,15,0.2664,0.128
1968,1,16,0.2628,0.127
1968,1,17,0.2592,0.125
1968,1,18,0.2556,0.124
1968,1,19,0.252,0.122
1968,1,20,0.2484,0.121
1968,1,21,0.2448,0.119
1968,1,22,0.243,0.118
1968,1,23,0.2394,0.116
1968,1,24,0.2358,0.115
1968,1,25,0.2322,0.113
1968,1,26,0.2286,0.112
1968,1,27,0.225,0.111
1968,1,28,0.2214,0.109
1968,1,29,0.2178,0.108
1968,1,30,0.2142,0.107
1968,1,31,0.216,0.105
1968,2,1,0.2178,0.104
1968,2,2,0.2178,0.103
1968,2,3,0.2196,0.102
1968,2,4,0.2214,0.101
1968,2,5,0.2232,0.0995
1968,2,6,0.225,0.0984
1968,2,7,0.2268,0.0973
1968,2,8,0.2268,0.0962
1968,2,9,0.2286,0.0951
1968,2,10,0.2304,0.0941
1968,2,11,0.2322,0.093
1968,2,12,0.234,0.0919
1968,2,13,0.2358,0.0909
1968,2,14,0.2358,0.0899
1968,2,15,0.2376,0.0889
1968,2,16,0.2394,0.088
1968,2,17,0.2412,0.087
1968,2,18,0.243,0.0861
1968,2,19,0.2448,0.0851
1968,2,20,0.2448,0.0842
1968,2,21,0.2466,0.0833
1968,2,22,0.2484,0.0824
1968,2,23,0.2502,0.0816
1968,2,24,0.252,0.0807
1968,2,25,0.252,0.0798
1968,2,26,0.2538,0.079
1968,2,27,0.2556,0.0782
1968,2,28,0.2556,0.0774
1968,2,29,0.2574,0.0766
1968,3,1,0.2556,0.0758
1968,3,2,0.2556,0.0751
1968,3,3,0.2538,0.0743
1968,3,4,0.2538,0.0735
1968,3,5,0.252,0.0728
1968,3,6,0.252,0.0721
1968,3,7,0.2502,0.0714
1968,3,8,0.2502,0.0706
1968,3,9,0.2484,0.0699
1968,3,10,0.2484,0.0692
1968,3,11,0.2466,0.0686
1968,3,12,0.2466,0.0679
1968,3,13,0.2448,0.0672
1968,3,14,0.2448,0.0666
1968,3,15,0.243,0.0661
1968,3,16,0.243,0.0656
1968,3,17,0.2412,0.0649
1968,3,18,0.2412,0.0643
1968,3,19,0.2394,0.0637
1968,3,20,0.2394,0.0631
1968,3,21,0.2376,0.0625
1968,3,22,0.2376,0.0619
1968,3,23,0.2376,0.0613
1968,3,24,0.2394,0.0607
1968,3,25,0.2394,0.0601
1968,3,26,0.2394,0.0596
1968,3,27,0.2394,0.059
1968,3,28,0.2394,0.0585
1968,3,29,0.2412,0.058
1968,3,30,0.2412,0.0574
1968,3,31,0.2412,0.0569
1968,4,1,0.2412,0.0564
1968,4,2,0.2412,0.0559
1968,4,3,0.243,0.0554
1968,4,4,0.243,0.0549
1968,4,5,0.243,0.0544
1968,4,6,0.2448,0.0539
1968,4,7,0.2448,0.0534
1968,4,8,0.2448,0.053
1968,4,9,0.2448,0.0525
1968,4,10,0.2466,0.0521
1968,4,11,0.2466,0.0516
1968,4,12,0.2466,0.0513
1968,4,13,0.2466,0.0509
1968,4,14,0.2484,0.0504
1968,4,15,0.2484,0.05
1968,4,16,0.2484,0.0497
1968,4,17,0.2502,0.0495
1968,4,18,0.2538,0.0493
1968,4,19,0.2556,0.0492
1968,4,20,0.2592,0.049
1968,4,21,0.261,0.0488
1968,4,22,0.2646,0.0485
1968,4,23,0.2664,0.0482
1968,4,24,0.27,0.0478
1968,4,25,0.2718,0.0474
1968,4,26,0.2736,0.047
1968,4,27,0.2754,0.0466
1968,4,28,0.2772,0.0462
1968,4,29,0.279,0.0458
1968,4,30,0.279,0.0454
1968,5,1,0.2808,0.0451
1968,5,2,0.2826,0.0447
1968,5,3,0.2844,0.0443
1968,5,4,0.2862,0.0447
1968,5,5,0.3168,0.0708
1968,5,6,0.3276,0.207
1968,5,7,0.351,0.414
1968,5,8,0.4392,0.535
1968,5,9,0.5634,0.598
1968,5,10,0.6912,0.672
1968,5,11,0.819,0.856
1968,5,12,0.9702,1.18
1968,5,13,1.1268,1.53
1968,5,14,1.3266,1.82
1968,5,15,1.4616,2.05
1968,5,16,1.6254,2.24
1968,5,17,1.719,2.46
1968,5,18,1.7964,2.71
1968,5,19,1.818,2.91
1968,5,20,1.836,3
1968,5,21,1.854,2.99
1968,5,22,1.872,2.97
1968,5,23,1.908,3.13
1968,5,24,2.088,3.37
1968,5,25,2.502,3.59
1968,5,26,2.934,3.8
1968,5,27,3.006,3.96
1968,5,28,2.448,4.06
1968,5,29,2.088,4.12
1968,5,30,2.34,4.15
1968,5,31,2.376,4.17
1968,6,1,1.98,4.16
1968,6,2,1.6146,4.09
1968,6,3,1.6614,3.96
1968,6,4,1.5354,3.79
1968,6,5,1.4166,3.62
1968,6,6,1.3158,3.45
1968,6,7,1.2276,3.3
1968,6,8,1.215,3.15
1968,6,9,1.1106,3.02
1968,6,10,1.1502,2.89
1968,6,11,1.188,2.76
1968,6,12,1.242,2.64
1968,6,13,1.3158,2.53
1968,6,14,1.3878,2.43
1968,6,15,1.4022,2.33
1968,6,16,1.5048,2.24
1968,6,17,1.6452,2.15
1968,6,18,1.773,2.07
1968,6,19,1.854,1.99
1968,6,20,1.908,1.93
1968,6,21,2.034,1.87
1968,6,22,2.286,1.81
1968,6,23,2.646,1.76
1968,6,24,2.916,1.7
1968,6,25,3.024,1.65
1968,6,26,3.06,1.6
1968,6,27,2.934,1.55
1968,6,28,2.7,1.51
1968,6,29,2.484,1.48
1968,6,30,2.214,1.44
1968,7,1,1.998,1.41
1968,7,2,1.854,1.37
1968,7,3,1.71,1.33
1968,7,4,1.6452,1.29
1968,7,5,1.5822,1.25
1968,7,6,1.6452,1.21
1968,7,7,1.71,1.17
1968,7,8,1.773,1.14
1968,7,9,1.773,1.11
1968,7,10,1.1844,1.09
1968,7,11,1.6452,1.06
1968,7,12,1.5822,1.04
1968,7,13,1.5516,1.02
1968,7,14,1.5354,0.995
1968,7,15,1.4904,0.977
1968,7,16,1.4904,0.971
1968,7,17,1.5516,1.01
1968,7,18,1.6452,1.11
1968,7,19,1.5822,1.19
1968,7,20,1.5192,1.25
1968,7,21,1.4904,1.28
1968,7,22,1.431,1.32
1968,7,23,1.4022,1.37
1968,7,24,1.3302,1.45
1968,7,25,1.2996,1.54
1968,7,26,1.2708,1.59
1968,7,27,1.2564,1.61
1968,7,28,1.2564,1.61
1968,7,29,1.2564,1.6
1968,7,30,1.215,1.59
1968,7,31,1.1628,1.58
1968,8,1,1.1106,1.56
1968,8,2,1.098,1.54
1968,8,3,1.0728,1.53
1968,8,4,1.0224,1.54
1968,8,5,0.9972,1.56
1968,8,6,1.0224,1.56
1968,8,7,1.0224,1.56
1968,8,8,1.0602,1.55
1968,8,9,1.098,1.55
1968,8,10,1.0728,1.57
1968,8,11,1.0476,1.59
1968,8,12,1.0224,1.61
1968,8,13,1.0098,1.6
1968,8,14,0.9972,1.58
1968,8,15,0.972,1.54
1968,8,16,0.9972,1.5
1968,8,17,0.9972,1.46
1968,8,18,0.9612,1.42
1968,8,19,0.9504,1.38
1968,8,20,0.972,1.34
1968,8,21,0.9972,1.3
1968,8,22,0.9972,1.26
1968,8,23,0.9612,1.22
1968,8,24,0.9198,1.19
1968,8,25,0.8784,1.15
1968,8,26,0.8514,1.12
1968,8,27,0.8334,1.09
1968,8,28,0.8244,1.06
1968,8,29,0.8172,1.03
1968,8,30,0.7992,0.995
1968,8,31,0.792,0.969
1968,9,1,0.783,0.949
1968,9,2,0.783,0.936
1968,9,3,0.783,0.924
1968,9,4,0.7704,0.909
1968,9,5,0.7776,0.892
1968,9,6,0.783,0.875
1968,9,7,0.792,0.862
1968,9,8,0.792,0.853
1968,9,9,0.7992,0.847
1968,9,10,0.792,0.838
1968,9,11,0.8082,0.827
1968,9,12,0.7992,0.817
1968,9,13,0.7992,0.807
1968,9,14,0.792,0.796
1968,9,15,0.792,0.786
1968,9,16,0.7776,0.774
1968,9,17,0.7704,0.763
1968,9,18,0.7632,0.753
1968,9,19,0.7632,0.746
1968,9,20,0.7704,0.74
1968,9,21,0.7704,0.731
1968,9,22,0.7704,0.718
1968,9,23,0.783,0.703
1968,9,24,0.7992,0.688
1968,9,25,0.8172,0.673
1968,9,26,0.8334,0.658
1968,9,27,0.8514,0.644
1968,9,28,0.8586,0.631
1968,9,29,0.8676,0.619
1968,9,30,0.8676,0.608
1968,10,1,0.8676,0.598
1968,10,2,0.9306,0.589
1968,10,3,0.9306,0.58
1968,10,4,0.9414,0.573
1968,10,5,0.9504,0.567
1968,10,6,0.9612,0.559
1968,10,7,0.9612,0.551
1968,10,8,0.972,0.541
1968,10,9,0.9414,0.53
1968,10,10,0.909,0.519
1968,10,11,0.8982,0.508
1968,10,12,0.8892,0.498
1968,10,13,0.8676,0.488
1968,10,14,0.8244,0.478
1968,10,15,0.7992,0.468
1968,10,16,0.8082,0.459
1968,10,17,0.8082,0.452
1968,10,18,0.8172,0.45
1968,10,19,0.7326,0.449
1968,10,20,0.6336,0.447
1968,10,21,0.5454,0.444
1968,10,22,0.5382,0.44
1968,10,23,0.4698,0.437
1968,10,24,0.4338,0.434
1968,10,25,0.4356,0.429
1968,10,26,0.4428,0.423
1968,10,27,0.4482,0.416
1968,10,28,0.4572,0.407
1968,10,29,0.4572,0.399
1968,10,30,0.4626,0.392
1968,10,31,0.4554,0.384
1968,11,1,0.45,0.376
1968,11,2,0.45,0.369
1968,11,3,0.441,0.362
1968,11,4,0.441,0.355
1968,11,5,0.4464,0.348
1968,11,6,0.4428,0.342
1968,11,7,0.4392,0.335
1968,11,8,0.4338,0.329
1968,11,9,0.4284,0.323
1968,11,10,0.4392,0.317
1968,11,11,0.4338,0.312
1968,11,12,0.4212,0.306
1968,11,13,0.4212,0.301
1968,11,14,0.4248,0.295
1968,11,15,0.4266,0.29
1968,11,16,0.4176,0.285
1968,11,17,0.396,0.28
1968,11,18,0.3762,0.275
1968,11,19,0.3672,0.271
1968,11,20,0.3474,0.266
1968,11,21,0.333,0.262
1968,11,22,0.3294,0.257
1968,11,23,0.3222,0.253
1968,11,24,0.3078,0.249
1968,11,25,0.3042,0.245
1968,11,26,0.3042,0.241
1968,11,27,0.2898,0.237
1968,11,28,0.2862,0.233
1968,11,29,0.2862,0.229
1968,11,30,0.2862,0.226
1968,12,1,0.2826,0.222
1968,12,2,0.2718,0.219
1968,12,3,0.2718,0.215
1968,12,4,0.2718,0.212
1968,12,5,0.2718,0.209
1968,12,6,0.2718,0.206
1968,12,7,0.2718,0.202
1968,12,8,0.2628,0.199
1968,12,9,0.2628,0.196
1968,12,10,0.2628,0.194
1968,12,11,0.2628,0.191
1968,12,12,0.2628,0.188
1968,12,13,0.2628,0.185
1968,12,14,0.2628,0.182
1968,12,15,0.2628,0.18
1968,12,16,0.2628,0.177
1968,12,17,0.252,0.175
1968,12,18,0.252,0.172
1968,12,19,0.252,0.17
1968,12,20,0.252,0.167
1968,12,21,0.252,0.165
1968,12,22,0.252,0.163
1968,12,23,0.252,0.161
1968,12,24,0.252,0.158
1968,12,25,0.2538,0.156
1968,12,26,0.2556,0.154
1968,12,27,0.2556,0.152
1968,12,28,0.2574,0.15
1968,12,29,0.2592,0.148
1968,12,30,0.2574,0.146
1968,12,31,0.2556,0.144
1969,1,1,0.2556,0.142
1969,1,2,0.2538,0.14
1969,1,3,0.252,0.139
1969,1,4,0.252,0.137
1969,1,5,0.2502,0.135
1969,1,6,0.2484,0.133
1969,1,7,0.2466,0.132
1969,1,8,0.2466,0.13
1969,1,9,0.2448,0.128
1969,1,10,0.243,0.127
1969,1,11,0.2412,0.125
1969,1,12,0.2394,0.124
1969,1,13,0.2394,0.122
1969,1,14,0.2376,0.121
1969,1,15,0.2358,0.119
1969,1,16,0.234,0.118
1969,1,17,0.234,0.116
1969,1,18,0.2322,0.115
1969,1,19,0.2304,0.113
1969,1,20,0.2286,0.112
1969,1,21,0.2268,0.111
1969,1,22,0.2268,0.109
1969,1,23,0.225,0.108
1969,1,24,0.2232,0.107
1969,1,25,0.2214,0.106
1969,1,26,0.2214,0.104
1969,1,27,0.2196,0.103
1969,1,28,0.2178,0.102
1969,1,29,0.216,0.101
1969,1,30,0.216,0.0998
1969,1,31,0.2142,0.0986
1969,2,1,0.2142,0.0975
1969,2,2,0.2124,0.0964
1969,2,3,0.2106,0.0954
1969,2,4,0.2106,0.0943
1969,2,5,0.2088,0.0933
1969,2,6,0.2088,0.0923
1969,2,7,0.207,0.0913
1969,2,8,0.2052,0.0902
1969,2,9,0.2052,0.0893
1969,2,10,0.2034,0.0883
1969,2,11,0.2034,0.0874
1969,2,12,0.2016,0.0865
1969,2,13,0.1998,0.0855
1969,2,14,0.198,0.0845
1969,2,15,0.1962,0.0836
1969,2,16,0.1926,0.0828
1969,2,17,0.1908,0.0819
1969,2,18,0.189,0.0811
1969,2,19,0.1872,0.0803
1969,2,20,0.1854,0.0794
1969,2,21,0.1836,0.0786
1969,2,22,0.18,0.0778
1969,2,23,0.17874,0.077
1969,2,24,0.17676,0.0762
1969,2,25,0.1746,0.0754
1969,2,26,0.17496,0.0746
1969,2,27,0.1755,0.0739
1969,2,28,0.17586,0.0731
1969,3,1,0.17622,0.0724
1969,3,2,0.17676,0.0717
1969,3,3,0.17712,0.071
1969,3,4,0.17748,0.0703
1969,3,5,0.17802,0.0696
1969,3,6,0.17838,0.069
1969,3,7,0.17892,0.0683
1969,3,8,0.17928,0.0676
1969,3,9,0.17964,0.067
1969,3,10,0.18,0.0663
1969,3,11,0.18,0.0657
1969,3,12,0.1818,0.0651
1969,3,13,0.1818,0.0644
1969,3,14,0.1818,0.0638
1969,3,15,0.1818,0.0632
1969,3,16,0.1836,0.0626
1969,3,17,0.1836,0.062
1969,3,18,0.1836,0.0614
1969,3,19,0.1854,0.0609
1969,3,20,0.1854,0.0603
1969,3,21,0.1854,0.0597
1969,3,22,0.1872,0.0592
1969,3,23,0.1872,0.0587
1969,3,24,0.189,0.0581
1969,3,25,0.189,0.0576
1969,3,26,0.189,0.0571
1969,3,27,0.1908,0.0566
1969,3,28,0.1908,0.0561
1969,3,29,0.1908,0.0556
1969,3,30,0.1908,0.0551
1969,3,31,0.1908,0.0546
1969,4,1,0.1908,0.0541
1969,4,2,0.189,0.0536
1969,4,3,0.189,0.0531
1969,4,4,0.189,0.0527
1969,4,5,0.1872,0.0522
1969,4,6,0.189,0.0518
1969,4,7,0.1908,0.0513
1969,4,8,0.1926,0.0509
1969,4,9,0.1908,0.0505
1969,4,10,0.1926,0.05
1969,4,11,0.1926,0.0496
1969,4,12,0.1926,0.0492
1969,4,13,0.1944,0.0488
1969,4,14,0.1998,0.0483
1969,4,15,0.2034,0.0479
1969,4,16,0.2034,0.0475
1969,4,17,0.2034,0.0471
1969,4,18,0.198,0.0468
1969,4,19,0.1998,0.0464
1969,4,20,0.1998,0.046
1969,4,21,0.1998,0.0456
1969,4,22,0.1944,0.0452
1969,4,23,0.1944,0.0448
1969,4,24,0.1944,0.0445
1969,4,25,0.1944,0.0441
1969,4,26,0.1944,0.0438
1969,4,27,0.1962,0.0435
1969,4,28,0.1962,0.0432
1969,4,29,0.1908,0.043
1969,4,30,0.1908,0.0427
1969,5,1,0.1908,0.0423
1969,5,2,0.1908,0.042
1969,5,3,0.1908,0.0417
1969,5,4,0.1908,0.0413
1969,5,5,0.1908,0.041
1969,5,6,0.1908,0.0407
1969,5,7,0.1908,0.0404
1969,5,8,0.1908,0.0401
1969,5,9,0.1872,0.0397
1969,5,10,0.1872,0.0394
1969,5,11,0.1872,0.0391
1969,5,12,0.1872,0.0388
1969,5,13,0.1944,0.0385
1969,5,14,0.1944,0.0382
1969,5,15,0.1944,0.0379
1969,5,16,0.1944,0.0376
1969,5,17,0.1944,0.0374
1969,5,18,0.1998,0.0371
1969,5,19,0.1998,0.0368
1969,5,20,0.1998,0.0365
1969,5,21,0.2052,0.0362
1969,5,22,0.2106,0.036
1969,5,23,0.2448,0.0357
1969,5,24,0.2628,0.0415
1969,5,25,0.2682,0.0878
1969,5,26,0.2628,0.15
1969,5,27,0.2934,0.218
1969,5,28,0.4482,0.278
1969,5,29,0.6588,0.333
1969,5,30,1.0692,0.409
1969,5,31,1.5012,0.513
1969,6,1,2.052,0.598
1969,6,2,2.718,0.719
1969,6,3,3.96,0.94
1969,6,4,6.336,1.26
1969,6,5,6.372,1.64
1969,6,6,6.984,2.08
1969,6,7,7.2,2.55
1969,6,8,7.434,3.08
1969,6,9,6.426,3.63
1969,6,10,5.058,4.11
1969,6,11,3.924,4.47
1969,6,12,3.348,4.71
1969,6,13,2.952,4.83
1969,6,14,2.502,4.82
