Year,Month,Day,Observed,Simulated
1973,4,24,0.3006,0.109
1973,4,25,0.3006,0.107
1973,4,26,0.3006,0.105
1973,4,27,0.3006,0.103
1973,4,28,0.3006,0.101
1973,4,29,0.3006,0.0988
1973,4,30,0.3006,0.097
1973,5,1,0.3006,0.0952
1973,5,2,0.3006,0.0935
1973,5,3,0.3006,0.0919
1973,5,4,0.315,0.0903
1973,5,5,0.3186,0.094
1973,5,6,0.3258,0.159
1973,5,7,0.3438,0.252
1973,5,8,0.3474,0.295
1973,5,9,0.3618,0.3
1973,5,10,0.3762,0.294
1973,5,11,0.3852,0.292
1973,5,12,0.4428,0.305
1973,5,13,0.5436,0.346
1973,5,14,0.6588,0.439
1973,5,15,0.7416,0.694
1973,5,16,0.8496,0.954
1973,5,17,0.918,1.29
1973,5,18,1.053,1.62
1973,5,19,1.2168,1.99
1973,5,20,1.71,2.31
1973,5,21,2.808,2.6
1973,5,22,3.42,2.98
1973,5,23,3.852,3.54
1973,5,24,4.626,4.3
1973,5,25,5.292,5.01
1973,5,26,6.372,5.48
1973,5,27,6.534,5.73
1973,5,28,6.768,5.82
1973,5,29,6.678,5.79
1973,5,30,5.778,5.71
1973,5,31,5.49,5.6
1973,6,1,5.22,5.51
1973,6,2,4.896,5.42
1973,6,3,4.482,5.32
1973,6,4,4.248,5.16
1973,6,5,3.816,4.94
1973,6,6,3.33,4.7
1973,6,7,3.06,4.46
1973,6,8,2.7,4.23
1973,6,9,2.34,4.02
1973,6,10,2.142,3.82
1973,6,11,2.088,3.63
1973,6,12,2.196,3.46
1973,6,13,2.214,3.31
1973,6,14,2.142,3.17
1973,6,15,2.052,3.04
1973,6,16,1.908,2.93
1973,6,17,1.818,2.81
1973,6,18,1.71,2.7
1973,6,19,1.62,2.59
1973,6,20,1.5336,2.48
1973,6,21,1.3716,2.39
1973,6,22,1.3086,2.29
1973,6,23,1.2618,2.21
1973,6,24,1.2042,2.12
1973,6,25,1.134,2.05
1973,6,26,1.107,1.98
1973,6,27,1.0818,1.91
1973,6,28,1.0818,1.84
1973,6,29,1.0692,1.77
1973,6,30,1.0566,1.71
1973,7,1,1.107,1.66
1973,7,2,1.134,1.61
1973,7,3,1.1484,1.57
1973,7,4,1.0818,1.53
1973,7,5,1.044,1.48
1973,7,6,0.981,1.43
1973,7,7,0.9216,1.38
1973,7,8,0.8928,1.34
1973,7,9,0.882,1.3
1973,7,10,0.8658,1.25
1973,7,11,0.8496,1.22
1973,7,12,0.8496,1.19
1973,7,13,0.8568,1.16
1973,7,14,0.882,1.14
1973,7,15,0.882,1.12
1973,7,16,0.9108,1.1
1973,7,17,0.9504,1.1
1973,7,18,0.972,1.09
1973,7,19,1.044,1.09
1973,7,20,1.1484,1.09
1973,7,21,1.2618,1.1
1973,7,22,1.341,1.11
1973,7,23,1.404,1.11
1973,7,24,1.404,1.11
1973,7,25,1.3572,1.11
1973,7,26,1.3086,1.1
1973,7,27,1.2456,1.08
1973,7,28,1.1898,1.06
1973,7,29,1.134,1.03
1973,7,30,1.107,1
1973,7,31,1.0818,0.973
1973,8,1,1.0062,0.946
1973,8,2,0.9612,0.92
1973,8,3,0.9414,0.894
1973,8,4,0.9414,0.87
1973,8,5,1.0566,0.85
1973,8,6,1.1322,0.832
1973,8,7,1.1484,0.816
1973,8,8,1.134,0.798
1973,8,9,1.0818,0.779
1973,8,10,1.044,0.76
1973,8,11,1.0314,0.741
1973,8,12,1.0188,0.722
1973,8,13,0.981,0.704
1973,8,14,0.9504,0.687
1973,8,15,0.9216,0.67
1973,8,16,0.9018,0.654
1973,8,17,0.882,0.638
1973,8,18,0.8748,0.623
1973,8,19,0.8658,0.609
1973,8,20,0.8496,0.595
1973,8,21,0.8334,0.581
1973,8,22,0.81,0.567
1973,8,23,0.801,0.555
1973,8,24,0.801,0.543
1973,8,25,0.801,0.532
1973,8,26,0.7956,0.524
1973,8,27,0.7884,0.519
1973,8,28,0.7632,0.516
1973,8,29,0.7632,0.515
1973,8,30,0.7632,0.517
1973,8,31,0.7506,0.519
1973,9,1,0.738,0.52
1973,9,2,0.7452,0.522
1973,9,3,0.7506,0.526
1973,9,4,0.7632,0.532
1973,9,5,0.7632,0.539
1973,9,6,0.7704,0.545
1973,9,7,0.7884,0.549
1973,9,8,0.801,0.558
1973,9,9,0.8244,0.577
1973,9,10,0.8658,0.592
1973,9,11,0.9612,0.597
1973,9,12,1.044,0.594
1973,9,13,1.1484,0.59
1973,9,14,1.341,0.589
1973,9,15,1.5012,0.593
1973,9,16,1.602,0.6
1973,9,17,1.674,0.605
1973,9,18,1.692,0.604
1973,9,19,1.602,0.599
1973,9,20,1.584,0.591
1973,9,21,1.566,0.583
1973,9,22,1.5012,0.576
1973,9,23,1.4688,0.568
1973,9,24,1.3716,0.559
1973,9,25,1.3086,0.55
1973,9,26,1.278,0.54
1973,9,27,1.2312,0.529
1973,9,28,1.161,0.518
1973,9,29,1.1214,0.507
1973,9,30,1.0692,0.496
1973,10,1,1.0314,0.485
1973,10,2,0.972,0.475
1973,10,3,0.981,0.466
1973,10,4,1.0062,0.461
1973,10,5,1.0062,0.461
1973,10,6,0.972,0.464
1973,10,7,0.972,0.47
1973,10,8,0.9936,0.473
1973,10,9,1.0314,0.476
1973,10,10,1.0062,0.481
1973,10,11,0.9216,0.49
1973,10,12,0.882,0.508
1973,10,13,0.8748,0.523
1973,10,14,0.8586,0.533
1973,10,15,0.8442,0.534
1973,10,16,0.828,0.53
1973,10,17,0.8208,0.521
1973,10,18,0.8208,0.511
1973,10,19,0.81,0.507
1973,10,20,0.8082,0.509
1973,10,21,0.8064,0.503
1973,10,22,0.8064,0.493
1973,10,23,0.8064,0.482
1973,10,24,0.7938,0.472
1973,10,25,0.7794,0.462
1973,10,26,0.7776,0.453
1973,10,27,0.7704,0.444
1973,10,28,0.783,0.435
1973,10,29,0.774,0.427
1973,10,30,0.738,0.418
1973,10,31,0.7092,0.41
1973,11,1,0.7092,0.402
1973,11,2,0.702,0.394
1973,11,3,0.693,0.386
1973,11,4,0.6858,0.378
1973,11,5,0.6624,0.371
1973,11,6,0.6624,0.364
1973,11,7,0.657,0.357
1973,11,8,0.6534,0.35
1973,11,9,0.648,0.343
1973,11,10,0.6444,0.337
1973,11,11,0.639,0.33
1973,11,12,0.6354,0.324
1973,11,13,0.63,0.318
1973,11,14,0.6264,0.312
1973,11,15,0.621,0.307
1973,11,16,0.6156,0.301
1973,11,17,0.612,0.296
1973,11,18,0.6066,0.291
1973,11,19,0.603,0.286
1973,11,20,0.5976,0.281
1973,11,21,0.594,0.277
1973,11,22,0.5886,0.272
1973,11,23,0.585,0.267
1973,11,24,0.5796,0.263
1973,11,25,0.5742,0.258
1973,11,26,0.5688,0.254
1973,11,27,0.5634,0.25
1973,11,28,0.558,0.245
1973,11,29,0.5526,0.241
1973,11,30,0.5472,0.237
1973,12,1,0.5418,0.234
1973,12,2,0.5364,0.23
1973,12,3,0.531,0.226
1973,12,4,0.5256,0.223
1973,12,5,0.5184,0.219
1973,12,6,0.513,0.216
1973,12,7,0.5076,0.212
1973,12,8,0.5022,0.209
1973,12,9,0.4968,0.206
1973,12,10,0.4914,0.203
1973,12,11,0.486,0.2
1973,12,12,0.4806,0.197
1973,12,13,0.4752,0.194
1973,12,14,0.4698,0.191
1973,12,15,0.4644,0.188
1973,12,16,0.459,0.185
1973,12,17,0.4536,0.183
1973,12,18,0.4482,0.18
1973,12,19,0.4428,0.177
1973,12,20,0.4392,0.175
1973,12,21,0.4338,0.172
1973,12,22,0.4284,0.17
1973,12,23,0.423,0.167
1973,12,24,0.4176,0.165
1973,12,25,0.4158,0.163
1973,12,26,0.4122,0.161
1973,12,27,0.4104,0.158
1973,12,28,0.4068,0.156
1973,12,29,0.405,0.154
1973,12,30,0.4032,0.152
1973,12,31,0.3996,0.15
1974,1,1,0.3978,0.148
1974,1,2,0.3942,0.146
1974,1,3,0.3924,0.144
1974,1,4,0.3906,0.142
1974,1,5,0.387,0.14
1974,1,6,0.3852,0.138
1974,1,7,0.3834,0.137
1974,1,8,0.3798,0.135
1974,1,9,0.378,0.133
1974,1,10,0.3744,0.131
1974,1,11,0.3726,0.13
1974,1,12,0.3708,0.128
1974,1,13,0.3708,0.126
1974,1,14,0.369,0.125
1974,1,15,0.3672,0.123
1974,1,16,0.3672,0.122
1974,1,17,0.3654,0.12
1974,1,18,0.3636,0.119
1974,1,19,0.3636,0.117
1974,1,20,0.3618,0.116
1974,1,21,0.36,0.115
1974,1,22,0.3582,0.113
1974,1,23,0.3582,0.112
1974,1,24,0.3564,0.111
1974,1,25,0.3546,0.109
1974,1,26,0.351,0.108
1974,1,27,0.3492,0.107
1974,1,28,0.3474,0.105
1974,1,29,0.3438,0.104
1974,1,30,0.342,0.103
1974,1,31,0.3402,0.102
1974,2,1,0.3384,0.101
1974,2,2,0.3348,0.0995
1974,2,3,0.333,0.0984
1974,2,4,0.3312,0.0973
1974,2,5,0.3276,0.0962
1974,2,6,0.3258,0.0951
1974,2,7,0.324,0.094
1974,2,8,0.3204,0.093
1974,2,9,0.3186,0.0919
1974,2,10,0.3168,0.0909
1974,2,11,0.3132,0.09
1974,2,12,0.3114,0.089
1974,2,13,0.3096,0.088
1974,2,14,0.3078,0.087
1974,2,15,0.306,0.0861
1974,2,16,0.306,0.0852
1974,2,17,0.3042,0.0843
1974,2,18,0.3024,0.0834
1974,2,19,0.3006,0.0825
1974,2,20,0.2988,0.0816
1974,2,21,0.297,0.0808
1974,2,22,0.297,0.08
1974,2,23,0.2952,0.0792
1974,2,24,0.2934,0.0783
1974,2,25,0.2916,0.0775
1974,2,26,0.2916,0.0767
1974,2,27,0.2916,0.0759
1974,2,28,0.2916,0.0751
1974,3,1,0.2898,0.0744
1974,3,2,0.2898,0.0737
1974,3,3,0.2898,0.0729
1974,3,4,0.2898,0.0722
1974,3,5,0.2898,0.0715
1974,3,6,0.2898,0.0708
1974,3,7,0.288,0.0701
1974,3,8,0.288,0.0694
1974,3,9,0.288,0.0687
1974,3,10,0.288,0.068
1974,3,11,0.288,0.0673
1974,3,12,0.2862,0.0667
1974,3,13,0.2862,0.066
1974,3,14,0.2862,0.0654
1974,3,15,0.2844,0.0648
1974,3,16,0.2844,0.0642
1974,3,17,0.2826,0.0636
1974,3,18,0.2826,0.063
1974,3,19,0.2826,0.0624
1974,3,20,0.2808,0.0618
1974,3,21,0.2808,0.0612
1974,3,22,0.279,0.0606
1974,3,23,0.279,0.0601
1974,3,24,0.279,0.0595
1974,3,25,0.2772,0.059
1974,3,26,0.2772,0.0585
1974,3,27,0.2754,0.0579
1974,3,28,0.2754,0.0574
1974,3,29,0.2772,0.0568
1974,3,30,0.2808,0.0563
1974,3,31,0.2844,0.0558
1974,4,1,0.2862,0.0553
1974,4,2,0.288,0.0548
1974,4,3,0.2916,0.0543
1974,4,4,0.2952,0.0539
1974,4,5,0.297,0.0534
1974,4,6,0.2988,0.0529
1974,4,7,0.3024,0.0525
1974,4,8,0.306,0.052
1974,4,9,0.3078,0.0515
1974,4,10,0.3096,0.0511
1974,4,11,0.3114,0.0506
1974,4,12,0.3132,0.0513
1974,4,13,0.315,0.0513
1974,4,14,0.3168,0.0509
1974,4,15,0.3186,0.0504
1974,4,16,0.3204,0.05
1974,4,17,0.3222,0.0495
1974,4,18,0.324,0.0491
1974,4,19,0.3258,0.0491
1974,4,20,0.3276,0.0496
1974,4,21,0.3294,0.0496
1974,4,22,0.3312,0.0493
1974,4,23,0.333,0.0489
1974,4,24,0.3348,0.0485
1974,4,25,0.3366,0.0481
1974,4,26,0.3384,0.0479
1974,4,27,0.3402,0.0478
1974,4,28,0.342,0.0476
1974,4,29,0.3456,0.0474
1974,4,30,0.3474,0.0471
1974,5,1,0.3492,0.0467
1974,5,2,0.351,0.0463
1974,5,3,0.3528,0.0459
1974,5,4,0.3546,0.0456
1974,5,5,0.3582,0.0454
1974,5,6,0.36,0.0484
1974,5,7,0.3618,0.0555
1974,5,8,0.3636,0.0616
1974,5,9,0.3654,0.0628
1974,5,10,0.3672,0.064
1974,5,11,0.3708,0.119
1974,5,12,0.3726,0.27
1974,5,13,0.3744,0.351
1974,5,14,0.3906,0.372
1974,5,15,0.4122,0.376
1974,5,16,0.423,0.383
1974,5,17,0.4338,0.404
1974,5,18,0.4608,0.463
1974,5,19,0.504,0.562
1974,5,20,0.6246,0.659
1974,5,21,0.7002,0.72
1974,5,22,0.72,0.738
1974,5,23,0.7758,0.731
1974,5,24,0.8064,0.714
1974,5,25,0.8262,0.694
1974,5,26,0.837,0.674
1974,5,27,0.8514,0.655
1974,5,28,0.846,0.636
1974,5,29,0.837,0.618
1974,5,30,0.882,0.618
1974,5,31,0.9288,0.669
1974,6,1,0.9756,0.814
1974,6,2,1.0566,1.05
1974,6,3,1.2384,1.32
1974,6,4,1.5408,1.67
1974,6,5,2.052,2.04
1974,6,6,2.898,2.46
1974,6,7,4.122,3.01
1974,6,8,5.166,3.63
1974,6,9,6.084,4.35
1974,6,10,8.136,5.14
1974,6,11,7.884,5.81
1974,6,12,7.488,6.31
1974,6,13,7.164,6.65
1974,6,14,6.786,6.8
1974,6,15,6.516,6.78
1974,6,16,6.264,6.65
1974,6,17,5.814,6.5
1974,6,18,5.292,6.34
1974,6,19,4.77,6.13
1974,6,20,4.212,5.88
1974,6,21,3.762,5.59
1974,6,22,3.492,5.29
1974,6,23,3.204,5
1974,6,24,2.628,4.73
1974,6,25,2.484,4.47
1974,6,26,2.268,4.24
1974,6,27,2.25,4.03
1974,6,28,2.358,3.83
1974,6,29,2.538,3.66
1974,6,30,2.844,3.49
1974,7,1,2.916,3.33
1974,7,2,2.934,3.19
1974,7,3,2.898,3.05
1974,7,4,2.61,2.92
1974,7,5,2.394,2.81
1974,7,6,2.196,2.72
1974,7,7,2.034,2.62
1974,7,8,1.908,2.52
1974,7,9,1.7838,2.42
1974,7,10,1.6848,2.33
1974,7,11,1.6848,2.25
1974,7,12,1.6848,2.18
1974,7,13,1.6848,2.11
1974,7,14,1.7244,2.05
1974,7,15,1.7046,1.98
1974,7,16,1.7046,1.93
1974,7,17,1.5858,1.87
1974,7,18,1.3878,1.83
1974,7,19,1.332,1.78
1974,7,20,1.242,1.74
1974,7,21,1.1502,1.69
1974,7,22,1.0584,1.64
1974,7,23,0.9702,1.59
1974,7,24,0.9702,1.53
1974,7,25,0.954,1.48
1974,7,26,0.891,1.43
1974,7,27,0.828,1.38
1974,7,28,0.7866,1.34
1974,7,29,0.7308,1.3
1974,7,30,0.7308,1.26
1974,7,31,0.702,1.22
1974,8,1,-999,1.18
1974,8,2,-999,1.14
1974,8,3,-999,1.11
1974,8,4,-999,1.09
1974,8,5,-999,1.06
1974,8,6,-999,1.03
1974,8,7,-999,1.01
1974,8,8,-999,0.987
1974,8,9,-999,0.966
1974,8,10,-999,0.948
1974,8,11,-999,0.931
1974,8,12,-999,0.911
1974,8,13,-999,0.89
1974,8,14,-999,0.867
1974,8,15,-999,0.845
1974,8,16,-999,0.823
1974,8,17,-999,0.803
1974,8,18,-999,0.799
1974,8,19,-999,0.824
1974,8,20,-999,0.858
1974,8,21,-999,0.878
1974,8,22,-999,0.885
1974,8,23,-999,0.89
1974,8,24,-999,0.901
1974,8,25,-999,0.928
1974,8,26,-999,0.966
1974,8,27,-999,0.999
1974,8,28,-999,1.01
1974,8,29,-999,1.01
1974,8,30,-999,0.987
1974,8,31,-999,0.963
1974,9,1,-999,0.938
1974,9,2,-999,0.918
1974,9,3,-999,0.923
1974,9,4,-999,0.957
1974,9,5,-999,0.997
1974,9,6,-999,1.02
1974,9,7,-999,1.03
1974,9,8,-999,1.04
1974,9,9,-999,1.05
1974,9,10,-999,1.07
1974,9,11,-999,1.09
1974,9,12,-999,1.1
1974,9,13,-999,1.09
1974,9,14,-999,1.07
1974,9,15,-999,1.05
1974,9,16,-999,1.02
1974,9,17,-999,0.992
1974,9,18,-999,0.964
1974,9,19,-999,0.938
1974,9,20,-999,0.912
1974,9,21,-999,0.888
1974,9,22,-999,0.865
1974,9,23,-999,0.842
1974,9,24,-999,0.82
1974,9,25,-999,0.799
1974,9,26,-999,0.779
1974,9,27,-999,0.76
1974,9,28,-999,0.741
1974,9,29,-999,0.724
1974,9,30,-999,0.706
1974,10,1,-999,0.689
1974,10,2,-999,0.673
1974,10,3,-999,0.657
1974,10,4,-999,0.642
1974,10,5,-999,0.627
1974,10,6,-999,0.612
1974,10,7,-999,0.598
1974,10,8,-999,0.584
1974,10,9,0.504,0.571
1974,10,10,0.5724,0.558
1974,10,11,0.6318,0.546
1974,10,12,0.621,0.534
1974,10,13,0.6012,0.522
1974,10,14,0.5922,0.51
1974,10,15,0.5724,0.5
1974,10,16,0.5724,0.489
1974,10,17,0.5508,0.48
1974,10,18,0.5418,0.472
1974,10,19,0.5328,0.463
1974,10,20,0.5418,0.455
1974,10,21,0.5508,0.446
1974,10,22,0.5616,0.437
1974,10,23,0.5832,0.428
1974,10,24,0.5922,0.419
1974,10,25,0.603,0.411
1974,10,26,0.603,0.403
1974,10,27,0.603,0.395
1974,10,28,0.5922,0.387
1974,10,29,0.5832,0.38
1974,10,30,0.5616,0.372
1974,10,31,0.5526,0.365
1974,11,1,0.5616,0.358
1974,11,2,0.5616,0.351
1974,11,3,0.5526,0.345
1974,11,4,0.5526,0.338
1974,11,5,0.5526,0.332
1974,11,6,0.5436,0.326
1974,11,7,0.5436,0.32
1974,11,8,0.5346,0.315
1974,11,9,0.531,0.309
1974,11,10,0.5292,0.304
1974,11,11,0.5256,0.298
1974,11,12,0.5238,0.293
1974,11,13,0.5202,0.288
1974,11,14,0.5184,0.283
1974,11,15,0.5148,0.278
1974,11,16,0.513,0.273
1974,11,17,0.5094,0.269
1974,11,18,0.5076,0.264
1974,11,19,0.504,0.26
1974,11,20,0.5022,0.256
1974,11,21,0.4986,0.251
1974,11,22,0.495,0.247
1974,11,23,0.4932,0.243
1974,11,24,0.4914,0.239
1974,11,25,0.4896,0.235
1974,11,26,0.4896,0.232
1974,11,27,0.4878,0.228
1974,11,28,0.486,0.224
1974,11,29,0.4842,0.221
1974,11,30,0.4824,0.218
1974,12,1,0.4824,0.214
1974,12,2,0.4806,0.211
1974,12,3,0.4788,0.208
1974,12,4,0.4788,0.205
1974,12,5,0.477,0.201
1974,12,6,0.4752,0.198
1974,12,7,0.4734,0.196
1974,12,8,0.4734,0.193
1974,12,9,0.4716,0.19
1974,12,10,0.4698,0.187
1974,12,11,0.4698,0.184
1974,12,12,0.468,0.182
1974,12,13,0.4662,0.179
1974,12,14,0.4662,0.176
1974,12,15,0.4644,0.174
1974,12,16,0.4626,0.172
1974,12,17,0.459,0.169
1974,12,18,0.4572,0.167
1974,12,19,0.4536,0.164
1974,12,20,0.45,0.162
1974,12,21,0.4482,0.16
1974,12,22,0.4446,0.158
1974,12,23,0.4428,0.156
1974,12,24,0.4392,0.154
1974,12,25,0.4356,0.152
1974,12,26,0.4338,0.15
1974,12,27,0.4302,0.148
1974,12,28,0.4266,0.146
1974,12,29,0.4248,0.144
1974,12,30,0.4212,0.142
1974,12,31,0.4176,0.14
1975,1,1,0.4158,0.138
1975,1,2,0.4122,0.136
1975,1,3,0.4086,0.135
1975,1,4,0.4068,0.133
1975,1,5,0.4032,0.131
1975,1,6,0.4014,0.13
1975,1,7,0.3978,0.128
1975,1,8,0.3942,0.126
1975,1,9,0.3924,0.125
1975,1,10,0.3888,0.123
1975,1,11,0.387,0.122
1975,1,12,0.3834,0.12
1975,1,13,0.3816,0.119
1975,1,14,0.378,0.117
1975,1,15,0.3762,0.116
1975,1,16,0.3744,0.115
1975,1,17,0.3708,0.113
1975,1,18,0.369,0.112
1975,1,19,0.3672,0.111
1975,1,20,0.3636,0.109
1975,1,21,0.3618,0.108
1975,1,22,0.36,0.107
1975,1,23,0.3564,0.105
1975,1,24,0.3546,0.104
1975,1,25,0.351,0.103
1975,1,26,0.3492,0.102
1975,1,27,0.3474,0.101
1975,1,28,0.3438,0.0996
1975,1,29,0.342,0.0985
1975,1,30,0.3384,0.0974
1975,1,31,0.3348,0.0962
1975,2,1,0.3312,0.0952
1975,2,2,0.3276,0.0941
1975,2,3,0.324,0.0931
1975,2,4,0.3204,0.0921
1975,2,5,0.3204,0.0911
1975,2,6,0.3186,0.0901
1975,2,7,0.3168,0.0891
1975,2,8,0.3168,0.0882
1975,2,9,0.3168,0.0872
1975,2,10,0.315,0.0863
1975,2,11,0.3132,0.0854
1975,2,12,0.3132,0.0845
1975,2,13,0.3132,0.0836
1975,2,14,0.3114,0.0827
1975,2,15,0.3096,0.0818
1975,2,16,0.3096,0.081
1975,2,17,0.3096,0.0801
1975,2,18,0.3078,0.0793
1975,2,19,0.306,0.0785
1975,2,20,0.306,0.0777
1975,2,21,0.306,0.0769
1975,2,22,0.3042,0.0762
1975,2,23,0.3024,0.0754
1975,2,24,0.3024,0.0746
1975,2,25,0.3024,0.0738
1975,2,26,0.3006,0.0731
1975,2,27,0.3006,0.0724
1975,2,28,0.2988,0.0716
1975,3,1,0.2988,0.0709
1975,3,2,0.2988,0.0703
1975,3,3,0.297,0.0696
1975,3,4,0.297,0.0689
1975,3,5,0.2952,0.0682
1975,3,6,0.2952,0.0675
1975,3,7,0.2952,0.0669
1975,3,8,0.2934,0.0662
1975,3,9,0.2916,0.0656
1975,3,10,0.2916,0.065
1975,3,11,0.2916,0.0644
1975,3,12,0.2898,0.0637
1975,3,13,0.288,0.0632
1975,3,14,0.288,0.0626
1975,3,15,0.288,0.062
1975,3,16,0.2862,0.0614
1975,3,17,0.2844,0.0608
1975,3,18,0.2844,0.0603
1975,3,19,0.2844,0.0597
1975,3,20,0.2826,0.0592
1975,3,21,0.2808,0.0586
1975,3,22,0.2808,0.0581
1975,3,23,0.2808,0.0576
1975,3,24,0.2808,0.057
1975,3,25,0.2808,0.0565
1975,3,26,0.2826,0.056
1975,3,27,0.2826,0.0555
1975,3,28,0.2826,0.055
1975,3,29,0.2826,0.0545
1975,3,30,0.2826,0.0541
1975,3,31,0.2844,0.0536
1975,4,1,0.2844,0.0531
1975,4,2,0.2844,0.0527
1975,4,3,0.2844,0.0522
1975,4,4,0.2844,0.0518
1975,4,5,0.2844,0.0513
1975,4,6,0.2862,0.0509
1975,4,7,0.2862,0.0504
1975,4,8,0.2862,0.05
1975,4,9,0.2862,0.0496
1975,4,10,0.2862,0.0491
1975,4,11,0.288,0.0487
1975,4,12,0.288,0.0483
1975,4,13,0.288,0.0479
1975,4,14,0.288,0.0475
1975,4,15,0.288,0.0471
1975,4,16,0.2898,0.0467
1975,4,17,0.2898,0.0464
1975,4,18,0.2898,0.0463
1975,4,19,0.2916,0.0462
1975,4,20,0.2934,0.046
1975,4,21,0.2952,0.0459
1975,4,22,0.297,0.0458
1975,4,23,0.2988,0.0459
1975,4,24,0.3024,0.0461
1975,4,25,0.3042,0.0465
1975,4,26,0.306,0.0471
1975,4,27,0.3078,0.0474
1975,4,28,0.3096,0.0475
1975,4,29,0.3114,0.0473
1975,4,30,0.3168,0.0469
1975,5,1,0.324,0.0495
1975,5,2,0.3294,0.0619
1975,5,3,0.3348,0.0722
1975,5,4,0.342,0.0785
1975,5,5,0.3474,0.081
1975,5,6,0.3528,0.0825
1975,5,7,0.36,0.0844
1975,5,8,0.3654,0.0868
1975,5,9,0.3708,0.0891
1975,5,10,0.378,0.0905
1975,5,11,0.3834,0.0908
1975,5,12,0.3906,0.0903
1975,5,13,0.396,0.0895
1975,5,14,0.4014,0.0885
1975,5,15,0.4086,0.0876
1975,5,16,0.4158,0.0867
1975,5,17,0.4212,0.0911
1975,5,18,0.4176,0.102
1975,5,19,0.405,0.105
1975,5,20,0.3996,0.104
1975,5,21,0.4104,0.103
1975,5,22,0.4248,0.103
1975,5,23,0.4536,0.115
1975,5,24,0.477,0.162
1975,5,25,0.5004,0.322
1975,5,26,0.5112,0.534
1975,5,27,0.5436,0.644
1975,5,28,0.648,0.731
1975,5,29,0.8262,0.854
1975,5,30,1.2096,1.09
1975,5,31,1.6992,1.53
1975,6,1,2.25,2.2
1975,6,2,3.15,2.96
1975,6,3,4.86,3.71
1975,6,4,6.48,4.45
1975,6,5,7.668,5.08
1975,6,6,8.982,5.67
1975,6,7,9.612,6.21
1975,6,8,8.928,6.57
1975,6,9,8.694,6.7
1975,6,10,8.352,6.62
1975,6,11,8.01,6.44
1975,6,12,7.578,6.24
1975,6,13,7.056,6.06
1975,6,14,6.642,5.86
1975,6,15,6.264,5.66
1975,6,16,5.904,5.46
1975,6,17,5.598,5.25
1975,6,18,5.346,5.03
1975,6,19,4.914,4.8
1975,6,20,4.536,4.6
1975,6,21,4.266,4.4
1975,6,22,4.032,4.2
1975,6,23,3.78,4
1975,6,24,3.636,3.81
1975,6,25,3.636,3.64
1975,6,26,3.276,3.48
1975,6,27,2.988,3.34
1975,6,28,2.7,3.21
1975,6,29,2.574,3.08
1975,6,30,2.448,2.96
1975,7,1,2.412,2.84
1975,7,2,2.34,2.72
1975,7,3,2.304,2.61
1975,7,4,2.214,2.51
1975,7,5,2.124,2.41
1975,7,6,2.016,2.31
1975,7,7,1.962,2.23
1975,7,8,1.944,2.15
1975,7,9,2.07,2.08
1975,7,10,2.07,2.01
1975,7,11,2.106,1.94
1975,7,12,2.178,1.87
1975,7,13,2.196,1.82
1975,7,14,2.286,1.76
1975,7,15,2.394,1.72
1975,7,16,2.412,1.68
1975,7,17,2.502,1.66
1975,7,18,2.484,1.67
1975,7,19,2.304,1.69
1975,7,20,2.124,1.69
1975,7,21,1.98,1.68
1975,7,22,1.818,1.67
1975,7,23,1.6704,1.67
1975,7,24,1.548,1.69
1975,7,25,1.4616,1.71
1975,7,26,1.4202,1.72
1975,7,27,1.3914,1.7
1975,7,28,1.3572,1.66
1975,7,29,1.3104,1.61
1975,7,30,1.2852,1.56
1975,7,31,1.242,1.51
1975,8,1,1.2222,1.46
1975,8,2,1.2114,1.41
1975,8,3,1.1898,1.37
1975,8,4,1.1844,1.33
1975,8,5,1.1628,1.29
1975,8,6,1.1466,1.25
1975,8,7,1.1304,1.21
1975,8,8,1.1214,1.18
1975,8,9,1.1214,1.17
1975,8,10,1.1214,1.19
1975,8,11,1.1214,1.22
1975,8,12,1.1214,1.24
1975,8,13,1.1304,1.24
1975,8,14,1.1538,1.25
1975,8,15,1.179,1.28
1975,8,16,1.2006,1.31
1975,8,17,1.242,1.36
1975,8,18,1.2978,1.39
1975,8,19,1.3572,1.4
1975,8,20,1.3914,1.38
1975,8,21,1.4472,1.36
1975,8,22,1.476,1.33
1975,8,23,1.476,1.3
1975,8,24,1.4472,1.27
1975,8,25,1.4616,1.24
1975,8,26,1.4904,1.2
1975,8,27,1.5318,1.16
1975,8,28,1.5318,1.13
1975,8,29,1.5318,1.1
1975,8,30,1.503,1.08
1975,8,31,1.4904,1.05
1975,9,1,1.4904,1.02
1975,9,2,1.476,0.997
1975,9,3,1.4472,0.973
1975,9,4,1.4472,0.952
1975,9,5,1.476,0.935
1975,9,6,1.4616,0.919
1975,9,7,1.4472,0.901
1975,9,8,1.4202,0.881
1975,9,9,1.4202,0.86
1975,9,10,1.4058,0.838
1975,9,11,1.3914,0.817
1975,9,12,1.368,0.796
1975,9,13,1.3446,0.776
1975,9,14,1.3104,0.757
1975,9,15,1.2852,0.739
1975,9,16,1.2744,0.721
1975,9,17,1.2528,0.704
1975,9,18,1.2528,0.687
1975,9,19,1.2636,0.672
1975,9,20,1.2636,0.659
1975,9,21,1.2636,0.647
1975,9,22,1.2636,0.634
1975,9,23,1.2978,0.621
1975,9,24,1.3572,0.616
1975,9,25,1.3788,0.634
1975,9,26,1.4328,0.666
1975,9,27,1.503,0.692
1975,9,28,1.5174,0.708
